id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count,release_year,tagged_overview,simple_genres,joy,anger,sadness,fear,disgust,surprise,poster,full_poster
497,The Green Mile,"Fantasy,Drama,Crime",en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",69.118,1999-12-10,8.5,14162,1999,"497 A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Fiction,0.0641336366534233,0.1040067225694656,0.7753997445106506,0.0405644141137599,0.5494767427444458,0.1116901561617851,/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,https://image.tmdb.org/t/p/w500/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg
724089,Gabriel's Inferno: Part II,Romance,en,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",14.924,2020-07-31,8.5,1420,2020,"724089 Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",Non Fiction,0.0686481371521949,0.0642911791801452,0.209644079208374,0.0133772399276494,0.648125410079956,0.7635824084281921,/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,https://image.tmdb.org/t/p/w500/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg
155,The Dark Knight,"Drama,Action,Crime,Thriller",en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",82.23,2008-07-14,8.5,27925,2008,"155 Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Non Fiction,0.3154628276824951,0.1721760779619217,0.977686047554016,0.5484052300453186,0.5494767427444458,0.1116901561617851,/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg,https://image.tmdb.org/t/p/w500/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg
429,"The Good, the Bad and the Ugly",Western,it,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",47.73,1966-12-23,8.5,6747,1966,"429 While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",Non Fiction,0.7227182984352112,0.1040067225694656,0.0563490316271781,0.0405644141137599,0.5494767427444458,0.1116901561617851,/eoCSp75lxatmIa6aGqfnzwtbttd.jpg,https://image.tmdb.org/t/p/w500/eoCSp75lxatmIa6aGqfnzwtbttd.jpg
680,Pulp Fiction,"Thriller,Crime",en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",67.224,1994-09-10,8.5,23481,1994,"680 A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Non Fiction,0.0641336366534233,0.1040067225694656,0.0513627976179122,0.5067451000213623,0.8502780795097351,0.1116901561617851,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,https://image.tmdb.org/t/p/w500/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg
122,The Lord of the Rings: The Return of the King,"Adventure,Fantasy,Action",en,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",134.707,2003-12-01,8.5,19844,2003,"122 Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",Non Fiction,0.2263984531164169,0.1425034403800964,0.7878695726394653,0.0405644141137599,0.5494767427444458,0.3642086386680603,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,https://image.tmdb.org/t/p/w500/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg
13,Forrest Gump,"Comedy,Drama,Romance",en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",65.175,1994-06-23,8.5,23009,1994,"13 A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Non Fiction,0.0641336366534233,0.1040067225694656,0.0513627976179122,0.0481508895754814,0.5494767427444458,0.8720173239707947,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,https://image.tmdb.org/t/p/w500/qdIMHd4sEfJSckfVJfKQvisL02a.jpg
346,Seven Samurai,"Action,Drama",ja,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",27.849,1954-04-26,8.5,2725,1954,"346 A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",Non Fiction,0.158794417977333,0.6014848351478577,0.0513627976179122,0.0405644141137599,0.8007121682167053,0.1116901561617851,/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,https://image.tmdb.org/t/p/w500/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg
769,GoodFellas,"Drama,Crime",en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",50.387,1990-09-12,8.5,10294,1990,"769 The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",Non Fiction,0.0641336366534233,0.1040067225694656,0.0692032054066658,0.0405644141137599,0.791170597076416,0.1116901561617851,/sw7mordbZxgITU877yTpZCud90M.jpg,https://image.tmdb.org/t/p/w500/sw7mordbZxgITU877yTpZCud90M.jpg
637,Life Is Beautiful,"Comedy,Drama",it,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,55.527,1997-12-20,8.5,11179,1997,637 A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,Non Fiction,0.1182504147291183,0.1040067225694656,0.0513627976179122,0.6820433735847473,0.7456804513931274,0.919074773788452,/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,https://image.tmdb.org/t/p/w500/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg
14537,Harakiri,"Action,Drama,History",ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14.472,1962-09-15,8.4,651,1962,"14537 Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",Non Fiction,0.2493291050195694,0.1103557795286178,0.2098572552204132,0.0839229896664619,0.9592633247375488,0.925327479839325,/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg,https://image.tmdb.org/t/p/w500/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg
539,Psycho,"Horror,Drama,Thriller",en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",41.575,1960-06-22,8.4,8288,1960,"539 When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",Non Fiction,0.392308622598648,0.5215855240821838,0.0513627976179122,0.0405644141137599,0.5494767427444458,0.1116901561617851,/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,https://image.tmdb.org/t/p/w500/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg
652837,"Josee, the Tiger and the Fish","Animation,Drama,Romance",ja,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",178.195,2020-12-25,8.4,246,2020,"652837 With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",Fiction,0.0643349438905716,0.1040067225694656,0.0817000567913055,0.754051685333252,0.7007434964179993,0.1116901561617851,/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg,https://image.tmdb.org/t/p/w500/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg
40096,A Dog's Will,"Comedy,Drama,Fantasy",pt,"The lively Jack the Cricket and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",9.741,2000-09-15,8.4,902,2000,"40096 The lively Jack the Cricket and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",Non Fiction,0.0641336366534233,0.4500106871128082,0.0817895457148552,0.7574270963668823,0.5494767427444458,0.2385965287685394,/xw1gA0lm0AEhGLoR6sE8IYCQAV4.jpg,https://image.tmdb.org/t/p/w500/xw1gA0lm0AEhGLoR6sE8IYCQAV4.jpg
12477,Grave of the Fireflies,"Animation,Drama,War",ja,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",0.6,1988-04-16,8.4,4217,1988,"12477 In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",Non Fiction,0.0773857831954956,0.2165274769067764,0.4777078330516815,0.0405644141137599,0.5494767427444458,0.968264937400818,/dlC0ed9Ugh3FzydnkBtV5lRXUu4.jpg,https://image.tmdb.org/t/p/w500/dlC0ed9Ugh3FzydnkBtV5lRXUu4.jpg
510,One Flew Over the Cuckoo's Nest,Drama,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",27.541,1975-05-18,8.4,8703,1975,"510 A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",Fiction,0.3128950297832489,0.8313786387443542,0.0513627976179122,0.0405644141137599,0.5494767427444458,0.1116901561617851,/qUq3QTr2KLvGIcN0GaaaYx9bbyH.jpg,https://image.tmdb.org/t/p/w500/qUq3QTr2KLvGIcN0GaaaYx9bbyH.jpg
550,Fight Club,Drama,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",58.676,1999-10-15,8.4,24441,1999,"550 A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Non Fiction,0.1078691557049751,0.1040067225694656,0.9049578309059144,0.0405644141137599,0.8009696006774902,0.1116901561617851,/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,https://image.tmdb.org/t/p/w500/hZkgoQYus5vegHoetLkCJzb17zJ.jpg
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,"Animation,Action,Science Fiction,Drama",ja,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",108.156,2021-03-08,8.4,528,2021,"283566 In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",Non Fiction,0.0813397094607353,0.1040067225694656,0.9593587517738342,0.0405644141137599,0.9233425855636596,0.7611073851585388,/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,https://image.tmdb.org/t/p/w500/1EAxNqdkVnp48a7NUuNBHGflowM.jpg
378064,A Silent Voice: The Movie,"Animation,Drama,Romance",ja,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",170.606,2016-09-17,8.4,3029,2016,"378064 Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",Non Fiction,0.3218837380409241,0.5964453816413879,0.1648352891206741,0.0405644141137599,0.5976724624633789,0.9174780249595642,/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,https://image.tmdb.org/t/p/w500/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg
92321,Hotarubi no Mori e,"Romance,Animation,Fantasy",ja,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.6,2011-09-17,8.4,810,2011,"92321 One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",Non Fiction,0.0641336366534233,0.1040067225694656,0.8992847204208374,0.7460678815841675,0.5494767427444458,0.1116901561617851,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,https://image.tmdb.org/t/p/w500/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg
4935,Howl's Moving Castle,"Fantasy,Animation,Adventure",ja,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",75.091,2004-11-19,8.4,7452,2004,"4935 When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Non Fiction,0.2640751302242279,0.1040067225694656,0.636584460735321,0.0405644141137599,0.5494767427444458,0.1116901561617851,/nv5wwZou159v5OC61i4ElR7OqyY.jpg,https://image.tmdb.org/t/p/w500/nv5wwZou159v5OC61i4ElR7OqyY.jpg
18491,Neon Genesis Evangelion: The End of Evangelion,"Drama,Animation,Science Fiction,Action",ja,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",32.759,1997-07-19,8.4,1102,1997,"18491 The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",Non Fiction,0.0641336366534233,0.1040067225694656,0.0513627976179122,0.9106117486953736,0.5539690256118774,0.1116901561617851,/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg,https://image.tmdb.org/t/p/w500/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg
1891,The Empire Strikes Back,"Adventure,Action,Science Fiction",en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",28.323,1980-05-20,8.4,14384,1980,"1891 The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",Fiction,0.0641336366534233,0.1040067225694656,0.1116968095302581,0.0405644141137599,0.7745053768157959,0.9259787201881408,/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,https://image.tmdb.org/t/p/w500/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg
441130,Wolfwalkers,"Animation,Family,Adventure,Fantasy",en,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",17.052,2020-10-26,8.4,800,2020,"441130 In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",Fiction,0.1060228049755096,0.5164299011230469,0.3591285943984985,0.3354072272777557,0.5494767427444458,0.1116901561617851,/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg,https://image.tmdb.org/t/p/w500/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg
